track_id,track_popularity,track_album_id,processed_track_name,track_length,track_word_count,track_sentiment,processed_track_artist,artist_length,artist_word_count,artist_sentiment,processed_track_album_name,album_length,album_word_count,album_sentiment,track_album_release_year,track_album_release_month,track_album_release_day
1Y373MqadDRtclJNdnUXVc,68,6r7LZXAVueS5DqdrvXJJK7,paranoid 2016 remaster,22,3,0.0,black sabbath,13,2,-0.16666666666666666,paranoid 2014 remaster,22,3,0.0,1970,9,18
40WzXFabdkT1KCgRYwoz8X,1,0y01fluOw7z4BxN06InlRr,generation love,15,2,0.5,masterboy,9,1,0.0,generation love,15,2,0.5,1995,1,1
3irumzUB7UlJqoVZCqR3kI,33,3kGbxqlVl3LqjifxlubtcT,know,4,1,0.0,amy winehouse,13,2,0.0,frank,5,1,0.0,2003,10,20
1c6WvcGhLnOCjxFNOvQ2k6,0,4r7JVstGyUSzAi7WHQPlaf,front eye radio edit,20,4,0.0,garmiani,8,1,0.0,front eye,9,2,0.0,2012,6,18
5c5nIaR4AlqYK1cZhCBOKH,45,7tRMfG7SsfmnDZyRckouaJ,plaqtudum frijo negro dub remix,31,5,0.0,recayd mob,10,2,0.0,plaqtudum frijo negro dub remix,31,5,0.0,2019,12,13
7j984GrN3brJOMNzXmffg7,0,69xGuJEhln7TnmNSIRq5V3,wander,6,1,0.0,joeshort,8,1,0.0,wander,6,1,0.0,2018,3,11
0LNXVezPVx0n1dSyTFKpor,28,2MmKamBua41RBNXGssbAR8,2020 vision,11,2,0.0,kyzer,5,1,0.0,2020 vision,11,2,0.0,2020,1,3
6F4kIwgUAFU87bqpga91TR,1,1dO3EZspn36GkTEuSYJVTK,tensionado,10,1,0.0,soapdish,8,1,0.0,soapdish reloaded,17,2,0.0,2006,9,12
66TSoVnJ1P9Tyok03zUlTr,52,731Q7pBo9WEQyM52gUe0kJ,hip,3,1,0.0,tower power,11,2,0.0,tower power,11,2,0.0,1973,5,1
4eO9fpVqqswS43IVM8PYbb,19,6kvatc1swEPVSatPUV2k5K,world dream feat mary jane smith radio edit,43,8,0.0,galavant,8,1,0.0,world dream feat mary jane smith radio edit,43,8,0.0,2014,6,9
6NSMQFKgjpQb0KkjMDYIK0,69,12yPsAPzZ5584HxpItKBUn,tu vive asi feat mambo kingz dj luian,37,8,0.0,arcangel,8,1,0.0,tu vive asi feat mambo kingz dj luian,37,8,0.0,2016,9,30
0JM7QnigP9A1jijogNpun0,57,3VQuuzb980WzIV29yv4oeq,dababy,6,1,0.0,dfideliz,8,1,0.0,dababy,6,1,0.0,2019,11,8
4SJHHpKhcuXwDsCsPqshXj,78,6C8ObcezFoorqPgY2J320r,el efecto,9,2,0.0,rauw alejandro,14,2,0.0,el efecto,9,2,0.0,2019,3,15
11PKEBCjw8OCK5YUo9vm0H,68,3NbMetTUDydMRSTJzAG7MU,full circle,11,2,0.35,five finger death punch,23,4,0.0,full circle,11,2,0.35,2020,1,3
54CO2VulHs86lUBCnuuGZc,29,2hsxoaUJi544tpjXEbotwx,false alarm justice skolnik remix,33,5,-0.4000000000000001,matoma,6,1,0.0,false alarm remixes vol ii,26,5,-0.4000000000000001,2016,10,7
5KRSA9ovjY9qns7qKHnnSC,48,6VAZR6xjTbBxJryzXaaomZ,4am,3,1,0.0,ocean wisdom,12,2,0.0,4am,3,1,0.0,2019,7,17
1KdGSnUj7Zr1XdTbyuSr7T,53,5dWDdM416kzNTDKZEEvRUz,freaking,8,1,0.0,wreck,5,1,0.0,freaking,8,1,0.0,2019,6,21
297rZsBEjFw9d0Gl3iBLnd,45,31u58iuxrUOJeKJj4SKqOl,goodie bag,10,2,0.0,still woozy,11,2,0.0,goodie bag,10,2,0.0,2017,11,5
296Gigd8C1sX7RgfCK4YgV,33,1PDBZG9XClqNODe9S0I79n,mork,4,1,0.0,bloody beetroot,15,2,-0.8,heavy,5,1,-0.2,2019,6,21
6PsThaFJEeaKMokhSPINnY,41,5kSG2QMNAxjKdEcqMVks4T,go sleep wahlstedt remix,24,4,0.0,john de sohn,12,3,0.0,go sleep remixes,16,3,0.0,2018,6,15
694WTOYVnKjIF2SpGK820u,21,6MsiJwXmcWP66MYdmTMtML,import,6,1,0.0,chase,5,1,0.0,import single,13,2,-0.07142857142857142,2015,8,13
74y7rve8M2xupgDTSj09VO,36,6CkUizIuE5xqy2MwfkbsCM,good time gone,14,3,0.7,kink,4,1,0.0,kink kontroversy,16,2,0.0,1965,11,26
5b2NgPj4WBjBW1uLbl2v9p,19,6xLyv6QON3hOuKiqRKvNOw,new jack swing ii hard version,30,6,-0.07765151515151517,wreckxneffect,13,1,0.0,hard smooth,11,2,0.05416666666666667,1992,1,1
5GjisoOfsN8qagrax01T4y,58,27ThgFMUAx3MXLQ297DzWF,wan na,6,2,-0.2,internet,8,1,0.0,hive mind,9,2,0.0,2018,7,20
3GBQNAsF37XS3r31EJqS7T,38,7kDL5PICHHrHx0Qn6JmGOA,blue girl,9,2,0.0,chromatics,10,1,0.0,blue girl,9,2,0.0,2018,6,12
5KQDGl3vAkNGyfvSbaW89E,58,4M2p2BIRHIeBu8Ew9IBQ0s,im good,7,2,0.7,mowglis,7,1,0.0,kid love,8,2,0.5,2015,4,14
0BtHsciM5qkTGyJ2cGszRk,19,0KpqsZMjKIc4JiKKkKas6o,overdose,8,1,0.0,semser,6,1,0.0,overdose,8,1,0.0,2019,1,2
6OgWHP8rRXiq7VMaryVaVo,61,52AeC4gwbxDfFlLHgK1ByD,sonnet,6,1,0.0,verve,5,1,0.0,urban hymn remastered 2016,26,4,0.0,1997,9,29
555ix1gW9A1QtXoVfCPbfB,69,1SvuC2OLkAJnuNhZNDohIR,solita,6,1,0.0,kali uchis,10,2,0.0,solita,6,1,0.0,2019,12,4
2YpeDb67231RjR0MgVLzsG,90,4IRiXE5NROxknUSAUSjMoO,old town road remix,19,4,0.1,lil na x,8,3,0.0,7 ep,4,2,0.0,2019,6,21
2i4W9YFmMrvMwVFmvDqLc3,0,2bILZKm2YYmbpVqzvunVBx,senorita,8,1,0.0,reykon,6,1,0.0,el lider 1,10,3,0.0,2010,9,25
2m4AKjV0OBfSft7YYh8y5x,35,7188JsHTl3rladofF7CVvW,ponta de areia,14,3,0.0,esperanza spalding,18,2,0.0,esperanza,9,1,0.0,2008,1,1
6YCpiKFtSIIxbuB80QoY1W,42,3RGzMfIR7HmqAsOkFvQIAz,save,4,1,0.0,momo soundz,11,2,0.0,save,4,1,0.0,2019,11,8
3JpiZITCzjmUa8Ej9A9BDe,13,3ynu0UenBCl5Mgj4tNQhih,pure fyah album mix,19,4,0.21428571428571427,carlitos moreno,15,2,0.0,gregor salto present tropical tip 5,35,6,0.0,2016,9,9
62N2JSA0jHmSH7Va9t7hIf,65,47C7w4o1resDhr7jvYEpxE,habit stay high hippie sabotage remix,37,6,0.16,tove lo,7,2,0.0,queen cloud,11,2,0.0,2014,1,1
5PX4uS1LqlWEPL69phPVQQ,74,38MFjDPIDJFfLF7IVpe1rv,pursuit happiness extended steve aoki remix explicit,52,7,0.7,kid cudi,8,2,0.0,pursuit happiness extended steve aoki remix explicit,52,7,0.7,2012,1,1
2x28X8t6xaomkkn1ssHJ5E,48,2k5YAxjmAD3DmYtmlrY64p,til cop come knockin,20,4,0.0,maxwell,7,1,0.0,maxwell urban hang suite,24,4,0.0,1996,4,2
33FIqQgI9ARTSsMj2Vyvxq,45,4mfFCcN9DYNmgmyNSzOnX0,,0,0,0.0,volkoder,8,1,0.0,talk,4,1,0.0,2018,9,21
0wGxHftiB6j0SDzrFkF2G7,17,4Mj4vclsXNBozJcvfemjky,paradise,8,1,0.0,nicky romero,12,2,0.0,paradise,8,1,0.0,2018,9,28
3y3brCCecHC3Db18aIOnny,79,1Z7WbPmn7QFoJ2DrNfEehz,carry original motion picture pokemon detective pikachu,55,7,0.375,kygo,4,1,0.0,carry original motion picture pokemon detective pikachu,55,7,0.375,2019,4,19
7C1trmcQQ5n5RNy4l6ziCv,63,3HE3e3QqmuhAsxcJGtxyEr,say felix jaehn remix,21,4,0.0,nea,3,1,0.0,say felix jaehn remix,21,4,0.0,2020,1,10
4euqcj46E0OZBiz0NjR4mO,57,63Brxfj0nY3twg5MQg5tRz,aqui esta tu caldo,18,4,0.0,daddy yankee,12,2,0.0,blin blin vol 1,15,4,0.0,2003,3,3
7HDWE2Ib7cjkhzULV4K8y3,58,0OWIVcNE4aItrlRvMUVueO,good,4,1,0.7,depeche mode,12,2,0.0,ultra deluxe,12,2,0.6,1997,4,14
2WMRd3xAb9FwXopCRNWDq1,62,5fP2kgfePJZF4nB1XqC1i8,wildfire,8,1,0.0,sbtrkt,6,1,0.0,sbtrkt,6,1,0.0,2011,6,27
2TTINcGQL5UhbHbpsQjYRr,8,4t9j6j34evvYo5DothS2c2,save room,9,2,0.0,john legend,11,2,0.0,,0,0,0.0,2006,12,19
24Yi9hE78yPEbZ4kxyoXAI,88,3GqSdhWjmMypMwPLtzoFYs,rose imanbek remix,18,3,0.6,saint jhn,9,2,0.0,rose imanbek remix,18,3,0.6,2019,10,9
4D7ERaKgv8NAeck8RzUtRz,76,26IuzA897QHyOQVYBWXtTD,younger,7,1,0.0,jonas blue,10,2,0.0,younger,7,1,0.0,2019,9,6
57MflfPN3ObQQAQtPUp0WF,54,7yTjsInNdNQJAlXAboi1nh,romeo juliet,12,2,0.0,dire strait,11,2,0.0,making movie,12,2,0.0,1980,10,17
34o7op5h46HN2bbqnm0dCh,26,6n4fxcTyotuCQziXYXpC6b,hold close,10,2,0.0,puffcorn,8,1,0.0,hold close,10,2,0.0,2020,1,17
3z1XUJep7vJEyRVGZTgPRj,31,5HA9LX5F1f3Bak1i7KkdTM,sweet dream 9lives remix,24,4,0.35,besomorph,9,1,0.0,sweet dream 9lives remix,24,4,0.35,2019,10,11
302I7g0l3jmAbzFu9WBCmu,77,1SgMcZHkKbhSIp820lMy8F,tutu remix,10,2,0.0,camilo,6,1,0.0,tutu remix,10,2,0.0,2019,10,15
3AUW7mAGx1BICBWqsuFgh4,58,6VfxEu1SHtWOF5H9vGUMw5,silence tiestos big room remix,30,5,0.0,marshmello,10,1,0.0,silence tiestos big room remix,30,5,0.0,2017,10,13
6Gg1gjgKi2AK4e0qzsR7sd,92,3t6Z2qoBVCS4NHNI25XECH,bandit youngboy never broke,27,4,0.0,juice wrld,10,2,0.0,bandit youngboy never broke,27,4,0.0,2019,10,4
3MrFdLOtfV8ZnXPHUCy5VV,40,6mOXPtswKccKSx5dYmCXAc,sacrifice live acoustic,23,3,0.13636363636363635,creed,5,1,0.0,arm wide open retrospective,27,4,-0.05,2015,1,1
6COzxYGgNRD5bP2TGZ0vSB,64,6WHu5Tl76us3ZAzfyboqej,deja que fluya,14,3,0.0,lary,4,1,0.0,deja que fluya,14,3,0.0,2019,7,26
3ghuZcBkziLf0HU8TktqM4,32,2hr7DJuJEsQGRD2C4V17O7,tired steerner tobu remix,25,4,-0.4,alan walker,11,2,0.0,tired remixes,13,2,-0.4,2017,6,23
5gTyK0ylsqQbhFugP7eYmz,62,1x535ZgCy1Zf2VZoOQ66Jm,stay forever feat strfkr,24,4,0.0,whethan,7,1,0.0,stay forever feat strfkr,24,4,0.0,2020,1,10
2QrXzOqLCVDRZHkToA0tSR,74,5EqITahBSjWcU71mbhFPEf,never go back,13,3,0.0,dennis lloyd,12,2,0.0,never go back,13,3,0.0,2019,2,15
1vu8zEpTfoxLtpRFyRMEFn,56,2HZaxRXZGPwpoEFCAaKVqJ,russian roulette feat charlie,29,4,0.0,tungevaag,9,1,0.0,russian roulette feat charlie,29,4,0.0,2015,11,27
7or26qS3BfpTtWO3BFw5GE,51,097eYvf9NKjFnv4xA9s2oV,addicted,8,1,-0.4,amy winehouse,13,2,0.0,back black,10,2,-0.08333333333333333,2006,1,1
2mCJpbOH8h7vwu2oJYFCjh,39,21fMKfrrSkfaUvvWu5wrJR,eres tu,7,2,0.0,mac gregor,10,2,0.0,eres tu,7,2,0.0,2019,9,20
0vbHHNHVwuEUSMpHppE21F,0,321URghwSOExYFpFwt7kRh,911,3,1,0.0,rick ross,9,2,0.0,god forgives dont,17,3,0.0,2012,1,1
1lhLZGDYPwXeOjfpxMWtQZ,59,6IVGaowP9mYgdj9c1QR4gT,hypnotic vanic remix,20,3,0.0,zella day,9,2,0.0,hypnotic vanic remix,20,3,0.0,2016,1,15
2fn10isMyUbYlRw4Rw9vYY,38,43cRm04luhyakFnTHJiEMz,one like,8,2,0.0,andrezia,8,1,0.0,one like,8,2,0.0,2019,12,19
3R9pp84rf8oe5OYtOYRvya,0,3bG1GHeybqiNtO96c85rS7,te para tres,12,3,0.0,soda stereo,11,2,0.0,el ultimo concierto b,21,4,0.0,1997,12,16
2a4vn9kHPnBUBGWPnhHRav,0,7fqYuhdUcEKxrfavQrQn23,call pokey,10,2,0.0,pokey,5,1,0.0,call pokey,10,2,0.0,2013,4,27
4soJPaN3etpZC72tHZztw3,50,57zTr9eQz0d6JqRnHpcCBQ,flashlight,10,1,0.0,r3hab,5,1,0.0,flashlight,10,1,0.0,2014,3,24
6mFkJmJqdDVQ1REhVfGgd1,76,0bCAjiUamIFqKJsekOYuRw,wish,4,1,0.0,pink floyd,10,2,-0.1,wish,4,1,0.0,1975,9,12
328F2sC7uw6wdkWLggOAQ2,48,198JgCiP5oHBycAKedKHRm,borrowed time,13,2,0.0,parquet court,13,2,0.0,light gold tally thing broke,28,5,0.4,2013,10,15
5izJoFeYASIvsVNtMSHSpi,48,2bOEgcbLWKu6PbjVd4MvOH,im mess ofenbach remix,22,4,-0.175,bebe rexha,10,2,0.0,im mess remixes,15,3,-0.175,2018,11,30
4VtYY8IfgqIWZhJCz7eXYG,0,07ZnP86YwWsDHInUa9WCUf,get revelation,14,2,0.0,lisa mcclendon,14,2,0.0,reality,7,1,0.0,2009,4,28
09nSCeCs6eYfAIJVfye1CE,81,1xwUFsb21qbGugy09vdd7O,oye,3,1,0.0,tini,4,1,0.0,oye,3,1,0.0,2019,10,11
6GrPaW2OIHuweYcVRoYbmv,45,3nKlGI2dSDoF1ON5zC4g6u,matas,5,1,0.0,rkm keny,8,2,0.0,2008 ano de exitos reggaeton urbano,35,6,0.0,2007,1,1
77tviKIXH9uuErKOHoSiMO,1,43KBnBmHA8Sf3RkdsNj3R5,found love,10,2,0.5,yarah bravo,11,2,0.0,love movement,13,2,0.5,2014,4,30
4lDnze4JwIxRlN77meRYue,11,0YNVnWPEkIqNevJWarbuOh,wait minute,11,2,0.0,g unit,6,2,0.0,g street,8,2,0.0,2017,2,10
4OWqV0YrzAJhsMvVdBB3a1,2,5SdCxD1rwlvfqRgtf8CRTZ,love,4,1,0.5,1am,3,1,0.0,old school freestyle mega jam vol 3,35,7,0.1,2007,12,21
65NgsMieGd6ffCTIYfEo7w,43,3Rd3sggQA5U6WGk62jPQS8,uptown funk radio edit,22,4,0.0,mark ronson,11,2,0.0,thats call party anthem 3,25,5,0.0,2016,8,5
1mUFR57zGeoooGf22RZysa,1,6djlUHJRvmKU4TpgOAhmRA,outta control remix,19,3,0.0,50 cent,7,2,0.0,massacre ecopac reissue explicit,32,4,0.0,2005,3,3
0VwNdo84DaVYLIkbVO86ND,74,4jTYApZPMapg56gRycOn0D,never ever getting back together,32,5,0.0,taylor swift,12,2,0.0,red big machine radio release special,37,6,0.11904761904761905,2012,10,21
0W4Kpfp1w2xkY3PrV714B7,70,6NWYmlHxAME5KXtxrTlUxW,ho hey,6,2,0.0,lumineers,9,1,0.0,lumineers,9,1,0.0,2012,4,3
6JDDlMJEiDiDPOeotCWUG8,51,39uqK3bQBWWTF3VFxL1eUM,ahora que tu f,14,4,0.0,alex ubago,10,2,0.0,ahora que tu f,14,4,0.0,2019,11,29
4ZOxwKHoHlhIZPzucOUVoY,0,17nW5Sj1QnVTHyu3A3sSdv,blue juice,10,2,0.0,gizmo,5,1,0.0,blue juice,10,2,0.0,2017,7,13
5Xl8hwINbHKEYBHIU0WL1i,57,3Mi8oSJLpZmcCdR9nOn64Q,unforgettable feat swae lee major lazer remix,45,7,0.43125,french montana,14,2,0.0,unforgettable feat swae lee major lazer remix,45,7,0.43125,2017,6,9
7ehmaSwhEZv4aaJzxsVMGY,2,0iGKT2RH3hdRRPbf0qAOG3,dont give fo feat khea,22,5,0.0,duki,4,1,0.0,dont give fo feat khea,22,5,0.0,2017,11,7
1WOL9lrdYoGoUmfZM0L8i8,41,3GDOnLCioGbwCWMi0SNqat,cant wait 2012 collection remaster,34,5,0.0,nu shooz,8,2,0.0,80 collection,13,2,0.0,2017,6,23
4CgPVfwTK9tumDysON9yXr,0,7FW07cf8fZXQiIP2SNAnAQ,fool last time,14,3,0.0,srtw,4,1,0.0,fool last time,14,3,0.0,2018,4,27
0INWoq84kaWrJN1AxiOrtb,1,0D40hQgz3Czyl4LJ7B7IBA,prrrum,6,1,0.0,cosculluela,11,1,0.0,el principe,11,2,0.0,2009,1,1
4P5KoWXOxwuobLmHXLMobV,72,2guirTSEqLizK7j9i1MTTZ,come,4,1,0.0,nirvana,7,1,0.0,nevermind remastered,20,2,0.0,1991,9,26
2PrmCyoClC4ulLJR42z74O,51,0suNLpB9xraAv1FcdlITjQ,time,4,1,0.0,gun n rose,10,3,0.6,chinese democracy,17,2,0.0,2008,1,1
2fQYA6cFN4ClfI4OmtpC98,56,6J6d8HkY1qgv5mppvldybQ,ritual benny benassi bb team remix,34,6,0.0,tiesto,6,1,0.0,ritual remixes,14,2,0.0,2019,8,2
7FIWs0pqAYbP91WWM0vlTQ,79,4otkd9As6YaxxEkIjXPiZ6,godzilla feat juice wrld,24,4,0.0,eminem,6,1,0.0,music murdered,14,2,0.0,2020,1,17
0azC730Exh71aQlOt9Zj3y,79,3pEgGUv379EDinvg1TN7Kt,came,4,1,0.0,calvin harris,13,2,0.0,came,4,1,0.0,2016,4,29
7h0d2h0fUmzbs7zeFigJPn,89,1Sf8GsXG32t0jNrX11xqWx,highest room feat rosalia lil baby remix,40,7,0.0,travis scott,12,2,0.0,jackboys,8,1,0.0,2019,12,27
2Ix5ordj9fc9QSurgrfZOu,29,2C90wCbNSpPzsUOLOi1mu1,act one,7,2,0.0,let go,6,2,0.0,let go,6,2,0.0,2019,7,12
6sJnrJ60TRri1N9cADnFZy,2,0Me38CIL5ni9QHFi4KjHM1,sunglass night misha klein remix,32,5,0.0,lissat,6,1,0.0,one night heaven vol 20 mixed selected sergio bennett coopdown,62,10,0.0,2017,6,2
46T7puWlH8ptC6lx7bQ3TY,66,4JSD9GfEAaodrPZp4sgpbe,let die,7,2,0.0,lil happy lil sad,17,4,0.15000000000000002,let die,7,2,0.0,2017,7,29
7KWNTuVSFUziohGRhS3cZL,0,55HE43AnfDru3QQkfFu29y,im still love,13,3,0.5,new edition,11,2,0.13636363636363635,home,4,1,0.0,1996,1,1
3uPfVXcjnpOjyzI3jb3js4,63,3jMUfZpBUTZOl91khbj4ic,fly,3,1,0.8,sugar ray,9,2,0.0,floored,7,1,0.0,1997,6,20
1YmF9PvLhIISIANoMLIYGq,68,67Em0g7VkNZGzICh4SZQdY,aap forever,11,2,0.0,aap rocky,9,2,0.0,aap forever feat moby,21,4,0.0,2018,4,5
02UCGTLUpezK4xMFGYsa4q,0,3o641iCcELeRBqXWhuSn6V,moon light feel right,21,4,0.34285714285714286,starbuck,8,1,0.0,coffee dave cash collection,27,4,0.0,2011,5,9
1nInOsHbtotAmEOQhtvnzP,73,0VmE95pr5TSpZWucfyhO5e,stronger doesnt kill,20,3,0.0,kelly clarkson,14,2,0.0,stronger deluxe version,23,3,0.6,2011,10,24
70eFcWOvlMObDhURTqT4Fv,85,3oIFxDIo2fwuk4lwCmFZCx,beautiful people feat khalid,28,4,0.85,ed sheeran,10,2,0.0,no6 collaboration project,25,3,0.0,2019,7,12
4vsBWAU6jHc9QLFma2bcqB,44,6vGEX2ejVVsHTIsqI1teZg,subenstein sub iv,17,3,0.0,big krit,8,2,0.0,4eva mighty long time,21,4,0.17500000000000002,2017,10,27
7wqSzGeodspE3V6RBD5W8L,18,02tTjKlh9iQ5jlWYPbKLJZ,see feat charlie puth,21,4,0.0,wiz khalifa,11,2,0.0,see feat charlie puth,21,4,0.0,2015,3,10
49zD0wr2S3d0lZPib0K4e1,68,0fUy6IdLHDpGNwavIlhEsl,fck comma,9,2,0.0,future,6,1,0.0,ds2 deluxe,10,2,0.6,2015,7,17
36JI0KHc591i9liHaFqDFG,58,1qA8Q6vn2oYXBwiMb55HTu,falsas mentiras feat ozuna,26,4,0.0,los de la nazza,15,4,0.0,orion,5,1,0.0,2015,8,28
3MYLwBjjdVbcj0M7kUGodd,7,5IhxpD4Ht77TBhOmAClORU,u,1,1,0.0,miscel,6,1,0.0,u,1,1,0.0,2018,12,15
03llf55qnVnqzVNP03SEKZ,16,5pXBNUV5Z0MIiE3ExCnIpq,pour sugar,10,2,0.0,ken clayton,11,2,0.0,80 hard rock music top hit greatest best song 1980s,51,10,0.5520833333333333,2014,3,20
0PQsrLxPbOBBwwmXCnGvcF,77,2brh6nArR9NUPankXlhmAZ,diamond normani,15,2,0.0,megan thee stallion,19,3,0.0,diamond normani,15,2,0.0,2020,1,10
443cnFF139Ql85enXOTWEu,69,55gbWLyj5lth87P4pUZM7Q,la hit dellestate,17,3,0.0,shade,5,1,0.0,la hit dellestate,17,3,0.0,2019,6,18
3s7ZHJHtfkHMa6dAXpz3hY,60,7r3qasBuhYNsRQMCexjF6J,mujer,5,1,0.0,mc davo,7,2,0.0,mujer,5,1,0.0,2019,11,12
0tnFKjEEsjD3AVShRgtIun,51,4OQqxllqlZ5I3LuMByAMvO,vibin,5,1,0.0,habstrakt,9,1,0.0,vibin,5,1,0.0,2018,5,25
6eWJkyAJvwvxYBQ9Vd0HtP,36,1ZnZGOuezAtAhH8BvNWMBn,find,4,1,0.0,trinix,6,1,0.0,find,4,1,0.0,2020,1,17
6C3MGasn7adPXHlE1z4NbV,57,6Z0dLHgtpQBXnnQJ0Ykott,fu4e,4,1,0.0,lost king,9,2,0.0,paper crown deluxe,18,3,0.6,2019,1,18
2UrAeVF1jqprpG9mWisUH1,37,0VfmPp908tHdv1g7k35rYR,miss,4,1,0.0,leela james,11,2,0.0,let,3,1,0.0,2009,3,24
36vROPdYhE7MiUJjZ04kPU,51,0bdCnzGm9ZXMdBuZr2CKTI,take breath away,16,3,0.0,ezi,3,1,0.0,take breath away,16,3,0.0,2019,2,14
7JvnTM155wIxjTyVc8kFlI,30,6yeBwc4ZSaLvxtN8eYx8XC,joshua metro,12,2,0.0,015b,4,1,0.0,joshua metro,12,2,0.0,2018,11,20
0OlDAMgVVj8MlOY9CVgipd,42,6SNKqXmM0bnEA2FqkCiUHj,blessing,8,1,0.0,tropixx,7,1,0.0,blessing feat casely single,27,4,-0.07142857142857142,2016,7,5
0todbbT9g5uQGbeFCiBf2F,11,61c5zqfBCSPO1tb3DFbbFB,imagine,7,1,0.0,ariana grande,13,2,0.0,imagine,7,1,0.0,2018,12,14
3feET0c3SdUNzA7rJUehb4,5,4uTMXIn8Tt2L4l5yApUfcd,sacrifice,9,1,0.0,boy untitled,12,2,0.0,sacrifice,9,1,0.0,2018,8,17
56TmVrPjuVYF4QXKJoyVZF,3,2Jg6FyDer3jLowE6dAMWOi,river,5,1,0.0,various artist,14,2,0.0,dark country 4,14,3,-0.15,2016,2,1
6vN77lE9LK6HP2DewaN6HZ,81,7yf9ZJyHRbp8sHtpDKfPpt,yes indeed,10,2,0.0,lil baby,8,2,0.0,harder ever,11,2,-0.1,2018,5,18
3sgL7CN65BzZq3qqG9SkJZ,35,65QrO5TXNzHCVcfTpmWjrp,smartphone,10,1,0.0,2 chainz,8,2,0.0,smartphone,10,1,0.0,2017,3,9
1tNuRv1Wcagp2f3FVcgknp,61,4b8fo8BYD7UqOU3lP49m9b,sinaloa stil,12,2,0.0,shooter gang,12,2,0.0,sinaloa stil,12,2,0.0,2019,11,22
72hcFp4tYkd3dbNA9dZ3Pv,67,3mcKOl0KNe65BqiBa40WxR,bad medicine,12,2,-0.6999999999999998,bon jovi,8,2,0.0,new jersey deluxe edition,25,4,0.36818181818181817,1988,9,13
7rp0IP3Dy5pz2XGZ3In5HF,41,46JQVqJpOg8opDLUl1qHT1,hypnotize 2005 remaster,23,3,0.0,notorious big,13,2,0.0,bad boy 10th anniversary hit,28,5,-0.6999999999999998,2004,3,9
5I2I0xdHPV5opTDQbItBIb,63,71YB0UNuZJkxNI6UM8t8f7,buenos gene,11,2,0.0,rels b,6,2,0.0,flakk daniel lp,15,3,0.0,2018,4,6
6SObZyedSw2GP2bjJev1Dl,26,2TnI2Xr5FS0pZuFJh9XT1I,old school,10,2,0.1,aaliyah,7,1,0.0,age aint nothing number,23,4,0.0,1994,5,24
0amPDBn2wSRl0vRyWSLk5v,41,3AwAKd4dprx8qAeNc70k9K,bottle,6,1,0.0,hermano,7,1,0.0,suggestion,10,1,0.0,2007,10,1
69kOkLUCkxIZYexIgSG8rq,73,4m2880jivSbbyEGAKfITCa,get lucky,9,2,0.3333333333333333,daft punk,9,2,0.0,random access memory,20,3,-0.5,2013,5,17
6LCrqs85q61pfZCXYvW63B,62,0Zw6ZJaKDTfbDG8jVj8IC3,praise purple disco machine remix,33,5,0.0,fatboy slim,11,2,0.0,praise purple disco machine remix,33,5,0.0,2018,11,2
72nGzwUlz5ZweJraEQG00a,23,5m3pwoAob1QukNZcvPXDIM,hey child,9,2,0.0,rewind,6,1,0.0,hey child,9,2,0.0,2020,1,14
07q0QVgO56EorrSGHC48y3,78,4FA68GsblSfvKZZRfM1tI1,made lovin,10,2,0.0,kiss,4,1,0.0,dynasty,7,1,0.0,1979,3,23
2RJhl1DeqFFwHhyHVcoArh,26,6CvxYNP7abIE7olcBTlAdL,royal pig,9,2,0.0,broken baby,11,2,-0.4,royal pig,9,2,0.0,2019,8,9
7bEr7VneqXklKMUEP0P7X6,22,4p2JcI9VvhC3WxrHn14N1d,ferro,5,1,0.0,awasaki,7,1,0.0,lume e ferro,12,3,0.0,2018,11,12
276zciJ7Fg7Jk6Ta6QuLkp,66,4VFG1DOuTeDMBjBLZT7hCK,come,4,1,0.0,anderson paak,13,2,0.0,malibu,6,1,0.0,2016,1,15
42QRyJd5x6e2TFR1S41g2p,63,3VOtFn4nuS6eOiwBMnEY2j,fast,4,1,0.2,sonder,6,1,0.0,fast,4,1,0.2,2016,10,25
5bRVVn6Q1SKqgV1EMkYC2p,41,2A9BAdf6J7xd3dZrVrLyQu,sabdoy,6,1,0.0,knust,5,1,0.0,sabdoy,6,1,0.0,2019,11,1
2b8fOow8UzyDFAE27YhOZM,98,3nR9B40hYLKLcR0Eph3Goc,memory,6,1,0.0,maroon 5,8,2,0.0,memory,6,1,0.0,2019,9,20
064SVQsmWl5EF0zahmzkQk,68,77EM0wkGevYQcBo1AJt7B0,let love flow,13,3,0.5,bellamy brother,15,2,0.0,bellamy brother,15,2,0.0,1976,7,1
4G8gkOterJn0Ywt6uhqbhp,73,6htgf3qv7vGcsdxLCDxKp8,radioactive,11,1,0.0,imagine dragon,14,2,0.0,night vision,12,2,0.0,2012,9,4
74P2i9IIx0nkki1GVQqx3R,32,3d6xkK0efdhbbQ5Welmpdr,amazing,7,1,0.6000000000000001,sakurako ohara,14,2,0.0,amazing,7,1,0.6000000000000001,2020,1,15
1tEDlKg1Rmv9sE6z1XR6Vy,31,0GhMb2sIiDqv8GSRCYT0Ji,god great dance floor remix,27,5,0.8,reyer,5,1,0.0,god great dance floor,21,4,0.8,2013,11,15
3woj0u3RCvpDlvHLuUhoWr,21,4Q9K9rRDlJCK3nTNyV6kB2,original mix,12,2,0.375,klaas,5,1,0.0,,0,0,0.0,2012,2,27
